gwt_class_22.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Composite,com.google.gwt.user.client.ui.Composite,com.google.gwt.user.client.ui.Composite,1,com.google.gwt.user.client.ui.Composite,com.google.gwt.user.client.ui.Composite,1,1
GWT,com.google.gwt.core.client.GWT,com.google.gwt.core.client.GWT,1,com.google.gwt.core.client.GWT,com.google.gwt.core.client.GWT,1,1
UiBinder,com.google.gwt.uibinder.client.UiBinder,com.google.gwt.uibinder.client.UiBinder,1,com.google.gwt.uibinder.client.UiBinder,com.google.gwt.uibinder.client.UiBinder,1,1
VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,1
UiField,com.google.gwt.uibinder.client.UiField,com.google.gwt.uibinder.client.UiField,1,com.google.gwt.uibinder.client.UiField,com.google.gwt.uibinder.client.UiField,1,1
Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,1
UiHandler,com.google.gwt.uibinder.client.UiHandler,com.google.gwt.uibinder.client.UiHandler,1,com.google.gwt.uibinder.client.UiHandler,com.google.gwt.uibinder.client.UiHandler,1,1
ClickEvent,com.google.gwt.event.dom.client.ClickEvent,com.google.gwt.event.dom.client.ClickEvent,1,com.google.gwt.event.dom.client.ClickEvent,com.google.gwt.event.dom.client.ClickEvent,1,1
dl_correct:9,dl_precision:1.0,,rule_correct:9,rule_checked:9,rule_precision:1.0,rule_recall:1.0
checked:9,total correct:9,total precision:1.0
