gwt_class_10.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
FormPanel,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,1
new FormPanel(),com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,com.google.gwt.user.client.ui.FormPanel,com.google.gwt.user.client.ui.FormPanel,1,1
VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,1
new VerticalPanel(),com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,com.google.gwt.user.client.ui.VerticalPanel,com.google.gwt.user.client.ui.VerticalPanel,1,1
Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,1
TextBox,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,1
new TextBox(),com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,1
ClickListener,com.google.gwt.user.client.ui.ClickListener,com.google.gwt.user.client.ui.ClickListener,1,com.google.gwt.user.client.ui.ClickListener,com.google.gwt.user.client.ui.ClickListener,1,1
dl_correct:10,dl_precision:1.0,,rule_correct:10,rule_checked:10,rule_precision:1.0,rule_recall:1.0
checked:10,total correct:10,total precision:1.0
