gwt_class_3.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
EntryPoint,com.google.gwt.core.client.EntryPoint,com.google.gwt.core.client.EntryPoint,1,com.google.gwt.core.client.EntryPoint,com.google.gwt.core.client.EntryPoint,1,1
TextBox,com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,-,-,0,1
new TextBox(),com.google.gwt.user.client.ui.TextBox,com.google.gwt.user.client.ui.TextBox,1,-,-,0,1
Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,-,-,0,1
RootPanel,com.google.gwt.user.client.ui.RootPanel,com.google.gwt.user.client.ui.RootPanel,1,-,-,0,1
new Button,com.google.gwt.user.client.ui.Button,com.google.gwt.user.client.ui.Button,1,-,-,0,1
AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,1
AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,1
dl_correct:8,dl_precision:1.0,,rule_correct:3,rule_checked:3,rule_precision:1.0,rule_recall:0.375
checked:8,total correct:8,total precision:1.0
