Class_21.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
BufferedImage,java.awt.image.BufferedImage,java.awt.image.BufferedImage,1,java.awt.image.BufferedImage,java.awt.image.BufferedImage,1,1
Component,java.awt.Component,java.awt.Component,1,java.awt.Component,java.awt.Component,1,1
BufferedImage,java.awt.image.BufferedImage,java.awt.image.BufferedImage,1,java.awt.image.BufferedImage,java.awt.image.BufferedImage,1,1
JFrame,javax.swing.JFrame,javax.swing.JFrame,1,javax.swing.JFrame,javax.swing.JFrame,1,1
JFrame,javax.swing.JFrame,javax.swing.JFrame,1,javax.swing.JFrame,javax.swing.JFrame,1,1
JMenuItem,javax.swing.JMenuItem,javax.swing.JMenuItem,1,javax.swing.JMenuItem,javax.swing.JMenuItem,1,1
JMenuItem,javax.swing.JMenuItem,javax.swing.JMenuItem,1,javax.swing.JMenuItem,javax.swing.JMenuItem,1,1
KeyStroke,javax.swing.KeyStroke,javax.swing.KeyStroke,1,javax.swing.KeyStroke,javax.swing.KeyStroke,1,1
KeyEvent,java.awt.event.KeyEvent,java.awt.event.KeyEvent,1,java.awt.event.KeyEvent,java.awt.event.KeyEvent,1,1
InputEvent,java.awt.event.InputEvent,java.awt.event.InputEvent,1,java.awt.event.InputEvent,java.awt.event.InputEvent,1,1
ActionListener,java.awt.event.ActionListener,java.awt.event.ActionListener,1,java.awt.event.ActionListener,java.awt.event.ActionListener,1,1
JMenu,javax.swing.JMenu,javax.swing.JMenu,1,javax.swing.JMenu,javax.swing.JMenu,1,1
JMenu,javax.swing.JMenu,javax.swing.JMenu,1,javax.swing.JMenu,javax.swing.JMenu,1,1
JMenuBar,javax.swing.JMenuBar,javax.swing.JMenuBar,1,javax.swing.JMenuBar,javax.swing.JMenuBar,1,1
new JMenuBar(),javax.swing.JMenuBar,javax.swing.JMenuBar,1,javax.swing.JMenuBar,javax.swing.JMenuBar,1,1
JPanel,javax.swing.JPanel,javax.swing.JPanel,1,javax.swing.JPanel,javax.swing.JPanel,1,1
JPanel,javax.swing.JPanel,javax.swing.JPanel,1,javax.swing.JPanel,javax.swing.JPanel,1,1
BorderLayout,java.awt.BorderLayout,java.awt.BorderLayout,1,java.awt.BorderLayout,java.awt.BorderLayout,1,1
TitledBorder,javax.swing.border.TitledBorder,javax.swing.border.TitledBorder,1,javax.swing.border.TitledBorder,javax.swing.border.TitledBorder,1,1
JScrollPane,javax.swing.JScrollPane,javax.swing.JScrollPane,1,javax.swing.JScrollPane,javax.swing.JScrollPane,1,1
new JTree(),javax.swing.JTree,javax.swing.JTree,1,javax.swing.JTree,javax.swing.JTree,1,1
BorderLayout,java.awt.BorderLayout,java.awt.BorderLayout,1,java.awt.BorderLayout,java.awt.BorderLayout,1,1
JTextArea,javax.swing.JTextArea,javax.swing.JTextArea,1,javax.swing.JTextArea,javax.swing.JTextArea,1,1
SwingUtilities,javax.swing.SwingUtilities,javax.swing.SwingUtilities,1,javax.swing.SwingUtilities,javax.swing.SwingUtilities,1,1
dl_correct:24,dl_precision:1.0,,rule_correct:24,rule_checked:24,rule_precision:1.0,rule_recall:1.0
checked:24,total correct:24,total precision:1.0
