Android13.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Uri,android.net.Uri,android.net.Uri,1,android.net.Uri,android.net.Uri,1,1
Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,1,android.graphics.Bitmap,android.graphics.Bitmap,1,1
Media,android.widget.Media,android.provider.MediaStore.Images.Media,0,android.provider.MediaStore.Images.Media,android.provider.MediaStore.Images.Media,1,1
FileNotFoundException,java.io.FileNotFoundException,java.io.FileNotFoundException,1,java.io.FileNotFoundException,java.io.FileNotFoundException,1,1
IOException,java.io.IOException,java.io.IOException,1,java.io.IOException,java.io.IOException,1,1
ByteArrayOutputStream,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,1
new ByteArrayOutputStream(),java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,1
ByteArrayInputStream,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,1
ByteArrayInputStream,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,1
ContentResolver,android.content.ContentResolver,android.content.ContentResolver,1,android.content.ContentResolver,android.content.ContentResolver,1,1
dl_correct:9,dl_accuracy:0.9,,rule_correct:10,rule_checked:10,rule_accuracy:1.0,rule_recall:1.0
checked:10,total correct:10,total accuracy:1.0
