gwt_class_50.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
ComplexPanel,com.google.gwt.user.client.ui.ComplexPanel,com.google.gwt.user.client.ui.ComplexPanel,1,com.google.gwt.user.client.ui.ComplexPanel,com.google.gwt.user.client.ui.ComplexPanel,1,1
HasText,com.google.gwt.user.client.ui.HasText,com.google.gwt.user.client.ui.HasText,1,com.google.gwt.user.client.ui.HasText,com.google.gwt.user.client.ui.HasText,1,1
HasHTML,com.google.gwt.user.client.ui.HasHTML,com.google.gwt.user.client.ui.HasHTML,1,com.google.gwt.user.client.ui.HasHTML,com.google.gwt.user.client.ui.HasHTML,1,1
HasClickHandlers,com.google.gwt.event.dom.client.HasClickHandlers,com.google.gwt.event.dom.client.HasClickHandlers,1,com.google.gwt.event.dom.client.HasClickHandlers,com.google.gwt.event.dom.client.HasClickHandlers,1,1
HasKeyDownHandlers,com.google.gwt.event.dom.client.HasKeyDownHandlers,com.google.gwt.event.dom.client.HasKeyDownHandlers,1,com.google.gwt.event.dom.client.HasKeyDownHandlers,com.google.gwt.event.dom.client.HasKeyDownHandlers,1,1
HasBlurHandlers,com.google.gwt.event.dom.client.HasBlurHandlers,com.google.gwt.event.dom.client.HasBlurHandlers,1,com.google.gwt.event.dom.client.HasBlurHandlers,com.google.gwt.event.dom.client.HasBlurHandlers,1,1
HandlerRegistration,com.google.gwt.event.shared.HandlerRegistration,com.google.gwt.event.shared.HandlerRegistration,1,com.google.gwt.event.shared.HandlerRegistration,com.google.gwt.event.shared.HandlerRegistration,1,1
DOM,com.google.gwt.user.client.ui.DOM,com.google.gwt.user.client.DOM,0,com.google.gwt.user.client.DOM,com.google.gwt.user.client.DOM,1,1
Widget,com.google.gwt.user.client.ui.Widget,com.google.gwt.user.client.ui.Widget,1,com.google.gwt.user.client.ui.Widget,com.google.gwt.user.client.ui.Widget,1,1
ClickHandler,com.google.gwt.event.dom.client.ClickHandler,com.google.gwt.event.dom.client.ClickHandler,1,com.google.gwt.event.dom.client.ClickHandler,com.google.gwt.event.dom.client.ClickHandler,1,1
ClickEvent,com.google.gwt.event.dom.client.ClickEvent,com.google.gwt.event.dom.client.ClickEvent,1,com.google.gwt.event.dom.client.ClickEvent,com.google.gwt.event.dom.client.ClickEvent,1,1
KeyDownHandler,com.google.gwt.event.dom.client.KeyDownHandler,com.google.gwt.event.dom.client.KeyDownHandler,1,com.google.gwt.event.dom.client.KeyDownHandler,com.google.gwt.event.dom.client.KeyDownHandler,1,1
KeyDownEvent,com.google.gwt.event.dom.client.KeyDownEvent,com.google.gwt.event.dom.client.KeyDownEvent,1,com.google.gwt.event.dom.client.KeyDownEvent,com.google.gwt.event.dom.client.KeyDownEvent,1,1
BlurHandler,com.google.gwt.event.client.BlurHandler,com.google.gwt.event.dom.client.BlurHandler,0,com.google.gwt.event.dom.client.BlurHandler,com.google.gwt.event.dom.client.BlurHandler,1,1
BlurEvent,com.google.gwt.event.dom.client.BlurEvent,com.google.gwt.event.dom.client.BlurEvent,1,com.google.gwt.event.dom.client.BlurEvent,com.google.gwt.event.dom.client.BlurEvent,1,1
dl_correct:13,dl_accuracy:0.8667,,rule_correct:15,rule_checked:15,rule_accuracy:1.0,rule_recall:1.0
checked:15,total correct:15,total accuracy:1.0
