hibernate_class_17.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
SessionFactory,org.hibernaming.SessionFactory,org.hibernate.SessionFactory,0,org.hibernate.SessionFactory,org.hibernate.SessionFactory,1,1
NamingException,org.axibernaming.NamingException,javax.naming.NamingException,0,javax.naming.NamingException,javax.naming.NamingException,1,1
Configuration,org.hibernate.cfg.Configuration,org.hibernate.cfg.Configuration,1,-,-,0,1
new Configuration(),org.axibernaming.cfg.Configuration,org.hibernate.cfg.Configuration,0,-,-,0,0
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
ShardConfiguration,android.app.ShardConfiguration,org.hibernate.shards.cfg.ShardConfiguration,0,-,-,0,0
ArrayList,java.util.ArrayList,java.util.ArrayList,1,java.util.ArrayList,java.util.ArrayList,1,1
ShardStrategyFactory,org.hibernate.boot.client.spi.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,0,-,-,0,0
ShardedConfiguration,org.hibernate.remote.cfg.spi.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,0,-,-,0,0
new ShardedConfiguration,org.hibernate.remote.cfg.spi.ShardedConfiguration,org.hibernate.shards.ShardedConfiguration,0,-,-,0,0
new ShardStrategyFactory(),android.app.ShardStrategyFactory,org.hibernate.shards.strategy.ShardStrategyFactory,0,-,-,0,0
new ConfigurationToShardConfigurationAdapter,sun.security.ConfigurationToShardConfigurationAdapter,org.hibernate.shards.cfg.ConfigurationToShardConfigurationAdapter,0,-,-,0,0
dl_correct:3,dl_accuracy:0.25,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:0.3333
checked:12,total correct:5,total accuracy:0.4167
