hibernate_class_28.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Entity,org.hibernate.annotations.Entity,javax.persistence.Entity,0,org.hibernate.annotations.Entity,javax.persistence.Entity,0,0
Serializable,java.io.Serializable,java.io.Serializable,1,java.io.Serializable,java.io.Serializable,1,1
Id,jakarta.persistence.Id,javax.persistence.Id,0,-,-,0,0
GeneratedValue,jakarta.persistence.GeneratedValue,javax.persistence.GeneratedValue,0,-,-,0,0
ManyToOne,jakarta.persistence.ManyToOne,javax.persistence.ManyToOne,0,-,-,0,0
JoinColumn,jakarta.persistence.JoinColumn,javax.persistence.JoinColumn,0,-,-,0,0
User,java.lang.User,library.model.User,0,-,-,0,0
OneToMany,jakarta.persistence.OneToMany,javax.persistence.OneToMany,0,-,-,0,0
IndexColumn,org.hibernate.annotations.IndexColumn,org.hibernate.annotations.IndexColumn,1,org.hibernate.annotations.IndexColumn,org.hibernate.annotations.IndexColumn,1,1
List,java.util.List,java.util.List,1,java.util.List,java.util.List,1,1
ArrayList,java.util.ArrayList,java.util.ArrayList,1,java.util.ArrayList,java.util.ArrayList,1,1
Column,jakarta.persistence.Column,javax.persistence.Column,0,-,-,0,0
dl_correct:4,dl_accuracy:0.3333,,rule_correct:4,rule_checked:5,rule_accuracy:0.8,rule_recall:0.3333
checked:12,total correct:4,total accuracy:0.3333
