hibernate_class_15.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Date,java.util.Date,java.util.Date,1,-,-,0,1
Blob,java.sql.Blob,java.sql.Blob,1,-,-,0,1
Hibernate,org.hibernate.engine.jdbc.Hibernate,org.hibernate.Hibernate,0,-,-,0,0
ByteArrayOutputStream,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,-,-,0,1
new ByteArrayOutputStream(),java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,-,-,0,1
SQLException,java.sql.SQLException,java.sql.SQLException,1,-,-,0,1
IOException,java.io.IOException,java.io.IOException,1,-,-,0,1
InputStream,java.io.InputStream,java.io.InputStream,1,-,-,0,1
dl_correct:7,dl_accuracy:0.875,,rule_correct:0,rule_checked:0,rule_accuracy:0,rule_recall:0.0
checked:8,total correct:7,total accuracy:0.875
