xstream_class_8.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Activity,android.app.Activity,android.app.Activity,1,android.app.Activity,android.app.Activity,1,1
TextView,android.widget.TextView,android.widget.TextView,1,android.widget.TextView,android.widget.TextView,1,1
Bundle,java.util.Bundle,android.os.Bundle,0,android.os.Bundle,android.os.Bundle,1,1
SoapObject,javax.xml.soap.SoapObject,org.ksoap2.serialization.SoapObject,0,org.ksoap2.serialization.SoapObject,org.ksoap2.serialization.SoapObject,1,1
SoapObject,javax.xml.soap.SoapObject,org.ksoap2.serialization.SoapObject,0,org.ksoap2.serialization.SoapObject,org.ksoap2.serialization.SoapObject,1,1
SoapSerializationEnvelope,com.sun.xml.internal.ws.ap.SoapSerializationEnvelope,org.ksoap2.serialization.SoapSerializationEnvelope,0,org.ksoap2.serialization.SoapSerializationEnvelope,org.ksoap2.serialization.SoapSerializationEnvelope,1,1
SoapSerializationEnvelope,com.sun.xml.internal.ws.client.SoapSerializationEnvelope,org.ksoap2.serialization.SoapSerializationEnvelope,0,org.ksoap2.serialization.SoapSerializationEnvelope,org.ksoap2.serialization.SoapSerializationEnvelope,1,1
SoapEnvelope,com.sun.xml.internal.ws.api.message.SoapEnvelope,org.ksoap2.SoapEnvelope,0,org.ksoap2.SoapEnvelope,org.ksoap2.SoapEnvelope,1,1
HttpTransportSE,com.sun.xml.internal.ws.api.server.HttpTransportSE,org.ksoap2.transport.HttpTransportSE,0,org.ksoap2.transport.HttpTransportSE,org.ksoap2.transport.HttpTransportSE,1,1
HttpTransportSE,com.sun.xml.internal.ws.transport.http.HttpTransportSE,org.ksoap2.transport.HttpTransportSE,0,org.ksoap2.transport.HttpTransportSE,org.ksoap2.transport.HttpTransportSE,1,1
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
new DomDriver(),com.thoughtworks.xstream.io.xml.DomDriver,com.thoughtworks.xstream.io.xml.DomDriver,1,com.thoughtworks.xstream.io.xml.DomDriver,com.thoughtworks.xstream.io.xml.DomDriver,1,1
dl_correct:5,dl_precision:0.3846,,rule_correct:13,rule_checked:13,rule_precision:1.0,rule_recall:1.0
checked:13,total correct:13,total precision:1.0
