FileName,Node,ChatGPT Answer,Truth,Correct
Class_21.java,BufferedImage,java.awt.image.BufferedImage,java.awt.image.BufferedImage,1
Class_21.java,Component,java.awt.Component,java.awt.Component,1
Class_21.java,JFrame,javax.swing.JFrame,javax.swing.JFrame,1
Class_21.java,JMenuItem,javax.swing.JMenuItem,javax.swing.JMenuItem,1
Class_21.java,KeyStroke,javax.swing.KeyStroke,javax.swing.KeyStroke,1
Class_21.java,KeyEvent,java.awt.event.KeyEvent,java.awt.event.KeyEvent,1
Class_21.java,InputEvent,java.awt.event.InputEvent,java.awt.event.InputEvent,1
Class_21.java,ActionListener,java.awt.event.ActionListener,java.awt.event.ActionListener,1
Class_21.java,JMenu,javax.swing.JMenu,javax.swing.JMenu,1
Class_21.java,JMenuBar,javax.swing.JMenuBar,javax.swing.JMenuBar,1
Class_21.java,new JMenuBar(),javax.swing.JMenuBar,javax.swing.JMenuBar,1
Class_21.java,JPanel,javax.swing.JPanel,javax.swing.JPanel,1
Class_21.java,BorderLayout,java.awt.BorderLayout,java.awt.BorderLayout,1
Class_21.java,TitledBorder,javax.swing.border.TitledBorder,javax.swing.border.TitledBorder,1
Class_21.java,JScrollPane,javax.swing.JScrollPane,javax.swing.JScrollPane,1
Class_21.java,new JTree(),javax.swing.JTree,javax.swing.JTree,1
Class_21.java,JTextArea,javax.swing.JTextArea,javax.swing.JTextArea,1
Class_21.java,SwingUtilities,javax.swing.SwingUtilities,javax.swing.SwingUtilities,1
