FileName,Node,ChatGPT Answer,Truth,Correct
Class_22.java,JFrame,javax.swing.JFrame,javax.swing.JFrame,1
Class_22.java,JProgressBar,javax.swing.JProgressBar,javax.swing.JProgressBar,1
Class_22.java,JLabel,javax.swing.JLabel,javax.swing.JLabel,1
Class_22.java,new GridLayout,java.awt.GridLayout,java.awt.GridLayout,1
Class_22.java,new PropertyChangeListener(),java.beans.PropertyChangeListener,java.beans.PropertyChangeListener,1
Class_22.java,SwingWorker,javax.swing.SwingWorker,javax.swing.SwingWorker,1
Class_22.java,DecimalFormat,java.text.DecimalFormat,java.text.DecimalFormat,1
Class_22.java,List,java.util.List,java.util.List,1
Class_22.java,EventQueue,java.awt.EventQueue,java.awt.EventQueue,1
Class_22.java,Container,java.awt.Container,java.awt.Container,1
