Android13.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Uri,android.net.Uri,android.net.Uri,1,-,-,0,1
Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,1,-,-,0,1
Media,android.widget.Media,android.provider.MediaStore.Images.Media,0,-,-,0,0
FileNotFoundException,java.io.FileNotFoundException,java.io.FileNotFoundException,1,-,-,0,1
IOException,java.io.IOException,java.io.IOException,1,-,-,0,1
ByteArrayOutputStream,java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,-,-,0,1
new ByteArrayOutputStream(),java.io.ByteArrayOutputStream,java.io.ByteArrayOutputStream,1,-,-,0,1
ByteArrayInputStream,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,-,-,0,1
new ByteArrayInputStream,java.io.ByteArrayInputStream,java.io.ByteArrayInputStream,1,-,-,0,1
ContentResolver,android.content.ContentResolver,android.content.ContentResolver,1,-,-,0,1
dl_correct:9,dl_accuracy:0.9,,rule_correct:0,rule_checked:0,rule_accuracy:0,rule_recall:0.0
checked:10,total correct:9,total accuracy:0.9
