Android14.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
URL,java.net.URL,java.net.URL,1,java.net.URL,java.net.URL,1,1
URL,java.net.URL,java.net.URL,1,java.net.URL,java.net.URL,1,1
HttpURLConnection,java.net.HttpURLConnection,java.net.HttpURLConnection,1,java.net.HttpURLConnection,java.net.HttpURLConnection,1,1
FileOutputStream,java.io.FileOutputStream,java.io.FileOutputStream,1,java.io.FileOutputStream,java.io.FileOutputStream,1,1
FileOutputStream,java.io.FileOutputStream,java.io.FileOutputStream,1,java.io.FileOutputStream,java.io.FileOutputStream,1,1
File,java.io.File,java.io.File,1,java.io.File,java.io.File,1,1
InputStream,java.io.InputStream,java.io.InputStream,1,-,-,0,1
MalformedURLException,java.net.MalformedURLException,java.net.MalformedURLException,1,java.net.MalformedURLException,java.net.MalformedURLException,1,1
ProtocolException,java.net.ProtocolException,java.net.ProtocolException,1,java.net.ProtocolException,java.net.ProtocolException,1,1
FileNotFoundException,java.io.FileNotFoundException,java.io.FileNotFoundException,1,java.io.FileNotFoundException,java.io.FileNotFoundException,1,1
IOException,java.io.IOException,java.io.IOException,1,java.io.IOException,java.io.IOException,1,1
dl_correct:11,dl_accuracy:1.0,,rule_correct:10,rule_checked:10,rule_accuracy:1.0,rule_recall:0.9091
checked:11,total correct:11,total accuracy:1.0
