Android39.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
MapActivity,android.app.MapActivity,com.google.android.maps.MapActivity,0,-,-,0,0
Bundle,java.util.Bundle,android.os.Bundle,0,-,-,0,0
MapView,android.widget.MapView,com.google.android.maps.MapView,0,-,-,0,0
MapController,android.widget.MapController,com.google.android.maps.MapController,0,-,-,0,0
List,java.util.List,java.util.List,1,-,-,0,1
Overlay,android.widget.Overlay,com.google.android.maps.Overlay,0,-,-,0,0
MyLocationOverlay,android.swing.MyLocationOverlay,com.google.android.maps.MyLocationOverlay,0,-,-,0,0
new MyLocationOverlay,sun.swing.MyLocationOverlay,com.google.android.maps.MyLocationOverlay,0,-,-,0,0
dl_correct:1,dl_accuracy:0.125,,rule_correct:0,rule_checked:0,rule_accuracy:0,rule_recall:0.0
checked:8,total correct:1,total accuracy:0.125
