xstream_class_2.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
IOException,java.io.IOException,java.io.IOException,1,java.io.IOException,java.io.IOException,1,1
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
new DomDriver(),com.thoughtworks.xstream.io.xml.DomDriver,com.thoughtworks.xstream.io.xml.DomDriver,1,com.thoughtworks.xstream.io.xml.DomDriver,com.thoughtworks.xstream.io.xml.DomDriver,1,1
FileReader,java.io.FileReader,java.io.FileReader,1,java.io.FileReader,java.io.FileReader,1,1
FileReader,java.io.FileReader,java.io.FileReader,1,java.io.FileReader,java.io.FileReader,1,1
BufferedReader,java.io.BufferedReader,java.io.BufferedReader,1,java.io.BufferedReader,java.io.BufferedReader,1,1
BufferedReader,java.io.BufferedReader,java.io.BufferedReader,1,java.io.BufferedReader,java.io.BufferedReader,1,1
dl_correct:8,dl_accuracy:1.0,,rule_correct:8,rule_checked:8,rule_accuracy:1.0,rule_recall:1.0
checked:8,total correct:8,total accuracy:1.0
