Android23.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
Activity,android.app.Activity,android.app.Activity,1,-,-,0,1
ImageView,android.widget.ImageView,android.widget.ImageView,1,-,-,0,1
Random,java.util.Random,java.util.Random,1,-,-,0,1
Bundle,java.util.Bundle,android.os.Bundle,0,-,-,0,0
new Random(),java.util.Random,java.util.Random,1,-,-,0,1
ListView,android.widget.ListView,android.widget.ListView,1,-,-,0,1
ArrayList,java.util.ArrayList,java.util.ArrayList,1,-,-,0,1
new ArrayList,java.util.ArrayList,java.util.ArrayList,1,-,-,0,1
ArrayAdapter,android.widget.ArrayAdapter,android.widget.ArrayAdapter,1,-,-,0,1
new ArrayAdapter,android.widget.ArrayAdapter,android.widget.ArrayAdapter,1,-,-,0,1
Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,1,-,-,0,1
URL,java.net.URL,java.net.URL,1,-,-,0,1
new URL,java.net.URL,java.net.URL,1,-,-,0,1
MalformedURLException,java.net.MalformedURLException,java.net.MalformedURLException,1,-,-,0,1
HttpURLConnection,java.net.HttpURLConnection,java.net.HttpURLConnection,1,-,-,0,1
BitmapFactory,android.graphics.BitmapFactory,android.graphics.BitmapFactory,1,-,-,0,1
IOException,java.io.IOException,java.io.IOException,1,-,-,0,1
dl_correct:16,dl_accuracy:0.9412,,rule_correct:0,rule_checked:0,rule_accuracy:0,rule_recall:0.0
checked:17,total correct:16,total accuracy:0.9412
