xstream_class_33.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
XStream,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,com.thoughtworks.xstream.XStream,com.thoughtworks.xstream.XStream,1,1
new DomDriver(),com.thoughtworks.xstream.io.client.DomDriver,com.thoughtworks.xstream.io.xml.DomDriver,0,-,-,0,0
ActionMessage,java.os.ActionMessage,flex.messaging.io.amf.ActionMessage,0,-,-,0,0
MessageHeader,android.os.MessageHeader,flex.messaging.io.amf.MessageHeader,0,-,-,0,0
MessageBody,android.os.MessageBody,flex.messaging.io.amf.MessageBody,0,-,-,0,0
RemotingMessage,com.thoughtworks.acceptance.objects.RemotingMessage,flex.messaging.messages.RemotingMessage,0,-,-,0,0
CommandMessage,android.os.CommandMessage,flex.messaging.messages.CommandMessage,0,-,-,0,0
AcknowledgeMessage,android.os.AcknowledgeMessage,flex.messaging.messages.AcknowledgeMessage,0,-,-,0,0
ErrorMessage,com.thoughtworks.acceptance.Aliasobjects.ErrorMessage,flex.messaging.messages.ErrorMessage,0,-,-,0,0
ASObject,com.thoughtworks.acceptance.Alias.CommandClassTest.ASObject,flex.messaging.io.amf.ASObject,0,-,-,0,0
AsyncMessage,android.os.AsyncMessage,flex.messaging.messages.AsyncMessage,0,-,-,0,0
CommandMessageExt,com.thoughtworks.xstream.io.json.JsonHierarchicalStreamFactoryTest.CommandMessageExt,flex.messaging.messages.CommandMessageExt,0,-,-,0,0
AcknowledgeMessageExt,com.thoughtworks.acceptance.Aliasobjects.AcknowledgeMessageExt,flex.messaging.messages.AcknowledgeMessageExt,0,-,-,0,0
Mapper,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.mapper.Mapper,1,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.mapper.Mapper,1,1
dl_correct:3,dl_accuracy:0.2,,rule_correct:3,rule_checked:3,rule_accuracy:1.0,rule_recall:0.2
checked:15,total correct:3,total accuracy:0.2
