gwt_class_44.java,
Node,DL_pred,DL_truth,DL_correct,Rule_pred,Rule_truth,Rule_correct,Total_correct
ResizeComposite,com.google.gwt.user.client.ui.ResizeComposite,com.google.gwt.user.client.ui.ResizeComposite,1,-,-,0,1
AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,com.google.gwt.user.client.rpc.AsyncCallback,com.google.gwt.user.client.rpc.AsyncCallback,1,1
GWT,com.google.gwt.core.client.GWT,com.google.gwt.core.client.GWT,1,com.google.gwt.core.client.GWT,com.google.gwt.core.client.GWT,1,1
RunAsyncCallback,com.google.gwt.core.client.RunAsyncCallback,com.google.gwt.core.client.RunAsyncCallback,1,com.google.gwt.core.client.RunAsyncCallback,com.google.gwt.core.client.RunAsyncCallback,1,1
DockLayoutPanel,com.google.gwt.user.client.ui.DockLayoutPanel,com.google.gwt.user.client.ui.DockLayoutPanel,1,-,-,0,1
new DockLayoutPanel,com.google.gwt.user.client.ui.DockLayoutPanel,com.google.gwt.user.client.ui.DockLayoutPanel,1,-,-,0,1
Unit,com.google.gwt.dom.client.ui.DLayoutPanel.Unit,com.google.gwt.dom.client.Style.Unit,0,com.google.gwt.dom.client.Style.Unit,com.google.gwt.dom.client.Style.Unit,1,1
new Label,com.google.gwt.user.client.ui.Label,com.google.gwt.user.client.ui.Label,1,-,-,0,1
dl_correct:7,dl_accuracy:0.875,,rule_correct:4,rule_checked:4,rule_accuracy:1.0,rule_recall:0.5
checked:8,total correct:8,total accuracy:1.0
