filename:Class_1.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler', 'sun/awt/X11/XScrollbarClient', 'sun/awt/X11/XCanvasPeer', 'sun/awt/X11/XChoicePeerListener', 'javax/swing/text/TableView$GridCell']

filename:Class_10.java    extra_types:[]

filename:Class_11.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler']

filename:Class_12.java    extra_types:['com/google/gwt/thirdparty/guava/common/collect/FilteredKeyMultimap', 'org/apache/commons/collections/bidimap/TreeBidiMap$View', 'com/google/gwt/thirdparty/guava/common/collect/AbstractNavigableMap', 'com/extjs/gxt/ui/client/widget/treegrid/TreeGrid', 'com/google/common/collect/StandardRowSortedTable', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedObject', 'java/util/Collections$CheckedSortedMap', 'com/google/common/collect/AbstractMapBasedMultimap', 'com/google/gwt/thirdparty/guava/common/collect/Sets$ImprovedAbstractSet', 'sun/nio/cs/Unicode', 'javax/swing/text/html/Map$RegionContainment', 'com/google/gwt/thirdparty/guava/common/collect/SortedMultisetBridge', 'org/eclipse/core/resources/IResource', 'com/google/common/collect/Sets$ImprovedAbstractSet', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultimap', 'org/hibernate/shards/session/ShardIdResolver', 'org/apache/commons/beanutils/DynaBean', 'org/eclipse/jface/text/IDocument', 'javax/swing/TransferHandler$HasGetTransferHandler', 'com/google/common/collect/Multisets$ElementSet', 'com/google/common/collect/Synchronized$SynchronizedCollection', 'com/google/gwt/thirdparty/guava/common/collect/Multisets$ElementSet', 'org/relaxng/datatype/ValidationContext', 'com/google/gwt/thirdparty/guava/common/collect/MapMakerInternalMap$SafeToArraySet', 'java/util/HashMap', 'com/google/common/collect/Maps$KeySet', 'org/eclipse/core/runtime/PlatformObject', 'com/google/gwt/thirdparty/guava/common/collect/Maps$SortedKeySet', 'org/eclipse/jface/text/Document', 'org/eclipse/core/runtime/IAdaptable', 'org/springframework/core/NestedRuntimeException', 'com/google/common/collect/AbstractNavigableMap', 'java/util/Collections$UnmodifiableSet', 'com/google/gwt/thirdparty/guava/common/collect/StandardRowSortedTable', 'org/apache/commons/collections/map/AbstractInputCheckedMapDecorator', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMapBasedMultimap', 'com/sun/msv/datatype/SerializationContext', 'org/springframework/beans/PropertyValues', 'java/util/Collections$UnmodifiableSortedMap', 'java/util/TreeMap$NavigableSubMap', 'com/google/gwt/thirdparty/guava/common/collect/SortedIterable', 'com/google/common/collect/Maps$SortedKeySet', 'com/google/gwt/thirdparty/guava/common/reflect/TypeToken', 'com/google/common/collect/Synchronized$SynchronizedSet', 'com/google/gwt/thirdparty/guava/common/collect/StandardTable', 'com/google/common/collect/Synchronized$SynchronizedObject', 'com/google/common/collect/AbstractTable', 'java/lang/AbstractStringBuilder', 'com/google/common/collect/Collections2$TransformedCollection', 'javax/swing/text/TableView$GridCell', 'java/util/Collections$SynchronizedSortedMap', 'org/eclipse/core/resources/IProjectNature', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedSet', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedCollection', 'com/google/common/cache/LocalCache', 'com/google/common/collect/SortedIterable', 'com/google/common/reflect/TypeToken', 'java/util/concurrent/ConcurrentHashMap$CollectionView', 'com/google/common/collect/AbstractRangeSet', 'com/extjs/gxt/ui/client/widget/treepanel/TreePanel', 'com/google/common/collect/AbstractMultiset', 'com/google/common/collect/ImmutableMultiset', 'com/google/common/collect/Synchronized$SynchronizedSortedMap', 'com/google/gwt/thirdparty/guava/common/collect/AbstractRangeSet', 'sun/awt/X11/XScrollbarClient', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedSortedMap', 'com/google/gwt/thirdparty/guava/common/collect/ImmutableSet$Indexed', 'com/google/common/collect/StandardTable', 'java/util/Collections$CheckedCollection', 'com/google/common/collect/SortedMultisetBridge', 'com/google/common/collect/RegularImmutableTable', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultiset', 'com/google/gwt/thirdparty/guava/common/cache/LocalCache']

filename:Class_13.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler']

filename:Class_14.java    extra_types:[]

filename:Class_15.java    extra_types:[]

filename:Class_16.java    extra_types:[]

filename:Class_17.java    extra_types:['java/time/chrono/ChronoLocalDateImpl', 'org/apache/http/cookie/CommonCookieAttributeHandler', 'android/nfc/tech/BasicTagTechnology', 'com/sun/org/apache/xerces/internal/impl/dv/xs/AbstractDateTimeDV$DateTimeData', 'com/google/gwt/dev/json/Tokenizer', 'org/apache/http/impl/cookie/DefaultCookieSpec', 'org/eclipse/core/runtime/IProgressMonitor', 'java/time/format/DateTimeFormatterBuilder$DateTimePrinterParser', 'org/apache/commons/lang3/time/DatePrinter', 'com/sun/xml/internal/bind/v2/model/impl/LeafInfoImpl', 'com/werken/saxpath/TokenTypes', 'org/apache/commons/lang3/time/DateParser', 'org/eclipse/core/resources/IWorkspaceRunnable']

filename:Class_18.java    extra_types:['org/eclipse/jdt/internal/core/nd/field/BaseField', 'com/google/gwt/dev/javac/typemodel/JDelegatingClassType', 'java/lang/AbstractStringBuilder', 'com/google/gwt/dev/javac/typemodel/JMaybeParameterizedType', 'com/google/gwt/thirdparty/guava/common/reflect/TypeCapture']

filename:Class_19.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler', 'sun/awt/X11/XScrollbarClient', 'sun/awt/X11/XCanvasPeer', 'java/util/Formatter$FormatString', 'sun/awt/X11/XChoicePeerListener', 'com/sun/xml/internal/bind/v2/model/impl/LeafInfoImpl', 'org/eclipse/jdt/internal/compiler/ast/IJavadocTypeReference']

filename:Class_2.java    extra_types:['com/google/gwt/thirdparty/guava/common/collect/FilteredKeyMultimap', 'com/google/gwt/thirdparty/guava/common/collect/SortedMultisetBridge', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultimap', 'javax/swing/TransferHandler$HasGetTransferHandler', 'com/google/gwt/thirdparty/guava/common/collect/Multisets$ElementSet', 'com/google/common/collect/Multisets$ElementSet', 'com/google/common/collect/Synchronized$SynchronizedCollection', 'com/google/common/collect/Maps$KeySet', 'com/google/gwt/thirdparty/guava/common/collect/Maps$SortedKeySet', 'java/util/Collections$UnmodifiableSet', 'java/util/TreeMap$NavigableSubMap', 'com/google/gwt/thirdparty/guava/common/collect/SortedIterable', 'com/google/common/collect/Maps$SortedKeySet', 'com/google/gwt/thirdparty/guava/common/reflect/TypeToken', 'com/google/common/collect/Synchronized$SynchronizedSet', 'com/google/common/collect/AbstractTable', 'com/google/common/collect/Collections2$TransformedCollection', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedSet', 'com/google/gwt/thirdparty/guava/common/collect/Synchronized$SynchronizedCollection', 'com/google/common/collect/SortedIterable', 'com/google/common/reflect/TypeToken', 'java/util/concurrent/ConcurrentHashMap$CollectionView', 'com/google/common/collect/AbstractMultiset', 'com/google/common/collect/ImmutableMultiset', 'java/util/Collections$CheckedCollection', 'com/google/common/collect/SortedMultisetBridge', 'com/google/common/collect/RegularImmutableTable', 'com/google/gwt/thirdparty/guava/common/collect/AbstractMultiset']

filename:Class_20.java    extra_types:['com/sun/xml/internal/ws/model/wsdl/AbstractObjectImpl', 'com/sun/xml/internal/bind/v2/model/impl/TypeInfoImpl', 'org/objectweb/asm/MethodVisitor', 'com/sun/xml/internal/ws/model/wsdl/AbstractFeaturedObjectImpl', 'javax/servlet/jsp/tagext/TagSupport', 'com/sun/org/apache/xalan/internal/xsltc/compiler/Instruction', 'javax/swing/TransferHandler$HasGetTransferHandler', 'sun/print/AttributeUpdater', 'com/sun/org/apache/xalan/internal/xsltc/compiler/Expression', 'org/eclipse/core/runtime/PlatformObject', 'org/eclipse/core/runtime/IAdaptable', 'org/eclipse/core/resources/IStorage', 'com/google/gwt/dev/javac/typemodel/JDelegatingClassType', 'com/google/gwt/dev/PrecompileTaskArgProcessor', 'sun/awt/X11/XWrapperBase', 'com/google/gwt/dev/javac/typemodel/JMaybeParameterizedType', 'org/eclipse/jetty/util/log/Logger', 'com/google/gwt/user/rebind/ui/ImageBundleBuilder$HasRect', 'javax/servlet/jsp/tagext/BodyTagSupport', 'java/util/zip/ZipConstants', 'com/google/gwt/user/rebind/rpc/TypeFilter', 'com/sun/org/apache/xalan/internal/xsltc/compiler/QName', 'com/sun/xml/internal/ws/model/wsdl/AbstractExtensibleImpl', 'org/objectweb/asm/FieldVisitor', 'org/apache/commons/beanutils/DynaClass', 'org/hibernate/annotations/common/reflection/java/JavaXAnnotatedElement', 'com/google/gwt/dev/CompileArgProcessor', 'com/google/gwt/dev/PermutationWorker', 'org/eclipse/jdt/internal/core/MemberElementInfo', 'sun/security/jgss/krb5/Krb5CredElement', 'com/sun/org/apache/xalan/internal/xsltc/compiler/TopLevelElement']

filename:Class_21.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler']

filename:Class_22.java    extra_types:['javax/swing/TransferHandler$HasGetTransferHandler']

filename:Class_3.java    extra_types:['org/eclipse/jdt/internal/core/nd/field/BaseField', 'javax/swing/TransferHandler$HasGetTransferHandler', 'java/lang/AbstractStringBuilder', 'ch/qos/logback/core/AppenderBase', 'javax/swing/text/TableView$GridCell', 'java/util/concurrent/atomic/Striped64', 'antlr/collections/AST', 'ch/qos/logback/classic/spi/ILoggingEvent']

filename:Class_4.java    extra_types:['java/lang/AbstractStringBuilder', 'javax/swing/text/GapVector', 'android/text/SpannableStringInternal']

